Plot Title: Experiment,,
#,"Date Time, GMT-10:00","Temp, ¡C (LGR S/N: 9768603, SEN S/N: 9768603)"
1,10/03/16 01:00:00 PM,28.555
2,10/03/16 01:15:00 PM,28.456
3,10/03/16 01:30:00 PM,28.655
4,10/03/16 01:45:00 PM,28.456
5,10/03/16 02:00:00 PM,28.555
6,10/03/16 02:15:00 PM,28.456
7,10/03/16 02:30:00 PM,28.258
8,10/03/16 02:45:00 PM,28.456
9,10/03/16 03:00:00 PM,28.456
10,10/03/16 03:15:00 PM,28.456
11,10/03/16 03:30:00 PM,28.357
12,10/03/16 03:45:00 PM,28.357
13,10/03/16 04:00:00 PM,28.357
14,10/03/16 04:15:00 PM,28.258
15,10/03/16 04:30:00 PM,28.159
16,10/03/16 04:45:00 PM,28.159
17,10/03/16 05:00:00 PM,28.159
18,10/03/16 05:15:00 PM,28.159
19,10/03/16 05:30:00 PM,28.159
20,10/03/16 05:45:00 PM,28.159
21,10/03/16 06:00:00 PM,28.060
22,10/03/16 06:15:00 PM,28.060
23,10/03/16 06:30:00 PM,28.060
24,10/03/16 06:45:00 PM,28.060
25,10/03/16 07:00:00 PM,28.060
26,10/03/16 07:15:00 PM,28.060
27,10/03/16 07:30:00 PM,28.060
28,10/03/16 07:45:00 PM,28.060
29,10/03/16 08:00:00 PM,28.060
30,10/03/16 08:15:00 PM,28.060
31,10/03/16 08:30:00 PM,28.060
32,10/03/16 08:45:00 PM,28.060
33,10/03/16 09:00:00 PM,28.060
34,10/03/16 09:15:00 PM,28.060
35,10/03/16 09:30:00 PM,28.060
36,10/03/16 09:45:00 PM,27.961
37,10/03/16 10:00:00 PM,28.060
38,10/03/16 10:15:00 PM,27.862
39,10/03/16 10:30:00 PM,27.764
40,10/03/16 10:45:00 PM,27.665
41,10/03/16 11:00:00 PM,27.567
42,10/03/16 11:15:00 PM,27.665
43,10/03/16 11:30:00 PM,27.764
44,10/03/16 11:45:00 PM,27.764
45,10/04/16 12:00:00 AM,27.567
46,10/04/16 12:15:00 AM,27.665
47,10/04/16 12:30:00 AM,27.665
48,10/04/16 12:45:00 AM,27.862
49,10/04/16 01:00:00 AM,27.961
50,10/04/16 01:15:00 AM,27.961
51,10/04/16 01:30:00 AM,27.961
52,10/04/16 01:45:00 AM,27.961
53,10/04/16 02:00:00 AM,27.961
54,10/04/16 02:15:00 AM,27.961
55,10/04/16 02:30:00 AM,27.961
56,10/04/16 02:45:00 AM,27.961
57,10/04/16 03:00:00 AM,27.961
58,10/04/16 03:15:00 AM,27.961
59,10/04/16 03:30:00 AM,27.961
60,10/04/16 03:45:00 AM,27.961
61,10/04/16 04:00:00 AM,27.862
62,10/04/16 04:15:00 AM,27.961
63,10/04/16 04:30:00 AM,27.961
64,10/04/16 04:45:00 AM,27.961
65,10/04/16 05:00:00 AM,27.961
66,10/04/16 05:15:00 AM,27.862
67,10/04/16 05:30:00 AM,27.862
68,10/04/16 05:45:00 AM,27.862
69,10/04/16 06:00:00 AM,27.862
70,10/04/16 06:15:00 AM,27.862
71,10/04/16 06:30:00 AM,27.862
72,10/04/16 06:45:00 AM,27.862
73,10/04/16 07:00:00 AM,27.862
74,10/04/16 07:15:00 AM,27.862
75,10/04/16 07:30:00 AM,27.862
76,10/04/16 07:45:00 AM,27.862
77,10/04/16 08:00:00 AM,27.862
78,10/04/16 08:15:00 AM,27.961
79,10/04/16 08:30:00 AM,27.961
80,10/04/16 08:45:00 AM,27.961
81,10/04/16 09:00:00 AM,27.961
82,10/04/16 09:15:00 AM,27.961
83,10/04/16 09:30:00 AM,27.961
84,10/04/16 09:45:00 AM,27.961
85,10/04/16 10:00:00 AM,28.060
86,10/04/16 10:15:00 AM,28.060
87,10/04/16 10:30:00 AM,28.258
88,10/04/16 10:45:00 AM,28.357
89,10/04/16 11:00:00 AM,28.159
90,10/04/16 11:15:00 AM,28.258
91,10/04/16 11:30:00 AM,28.060
92,10/04/16 11:45:00 AM,28.060
