Plot Title: 9768617-11,,
#,"Date Time, GMT-10:00","Temp, ¡C (LGR S/N: 9768617, SEN S/N: 9768617)"
1,12/09/16 01:00:00 PM,32.497
2,12/09/16 01:15:00 PM,28.754
3,12/09/16 01:30:00 PM,32.807
4,12/09/16 01:45:00 PM,24.931
5,12/09/16 02:00:00 PM,24.931
6,12/09/16 02:15:00 PM,24.835
7,12/09/16 02:30:00 PM,24.835
8,12/09/16 02:45:00 PM,24.835
9,12/09/16 03:00:00 PM,25.125
10,12/09/16 03:15:00 PM,24.835
11,12/09/16 03:30:00 PM,24.835
12,12/09/16 03:45:00 PM,24.931
13,12/09/16 04:00:00 PM,24.931
14,12/09/16 04:15:00 PM,24.931
15,12/09/16 04:30:00 PM,24.835
16,12/09/16 04:45:00 PM,24.835
17,12/09/16 05:00:00 PM,24.835
18,12/09/16 05:15:00 PM,24.835
19,12/09/16 05:30:00 PM,24.835
20,12/09/16 05:45:00 PM,24.835
21,12/09/16 06:00:00 PM,24.738
22,12/09/16 06:15:00 PM,24.738
23,12/09/16 06:30:00 PM,24.738
24,12/09/16 06:45:00 PM,24.738
25,12/09/16 07:00:00 PM,24.738
26,12/09/16 07:15:00 PM,24.738
27,12/09/16 07:30:00 PM,24.738
28,12/09/16 07:45:00 PM,24.738
29,12/09/16 08:00:00 PM,24.738
30,12/09/16 08:15:00 PM,24.738
31,12/09/16 08:30:00 PM,24.738
32,12/09/16 08:45:00 PM,24.738
33,12/09/16 09:00:00 PM,24.738
34,12/09/16 09:15:00 PM,24.738
35,12/09/16 09:30:00 PM,24.738
36,12/09/16 09:45:00 PM,24.738
37,12/09/16 10:00:00 PM,24.738
38,12/09/16 10:15:00 PM,24.738
39,12/09/16 10:30:00 PM,24.738
40,12/09/16 10:45:00 PM,24.738
41,12/09/16 11:00:00 PM,24.738
42,12/09/16 11:15:00 PM,24.738
43,12/09/16 11:30:00 PM,24.738
44,12/09/16 11:45:00 PM,24.738
45,12/10/16 12:00:00 AM,24.738
46,12/10/16 12:15:00 AM,24.738
47,12/10/16 12:30:00 AM,24.835
48,12/10/16 12:45:00 AM,24.835
49,12/10/16 01:00:00 AM,24.835
50,12/10/16 01:15:00 AM,24.835
51,12/10/16 01:30:00 AM,24.835
52,12/10/16 01:45:00 AM,24.835
53,12/10/16 02:00:00 AM,24.835
54,12/10/16 02:15:00 AM,24.835
55,12/10/16 02:30:00 AM,24.738
56,12/10/16 02:45:00 AM,24.738
57,12/10/16 03:00:00 AM,24.738
58,12/10/16 03:15:00 AM,24.738
59,12/10/16 03:30:00 AM,24.738
60,12/10/16 03:45:00 AM,24.738
61,12/10/16 04:00:00 AM,24.738
62,12/10/16 04:15:00 AM,24.738
63,12/10/16 04:30:00 AM,24.738
64,12/10/16 04:45:00 AM,24.738
65,12/10/16 05:00:00 AM,24.738
66,12/10/16 05:15:00 AM,24.835
67,12/10/16 05:30:00 AM,24.738
68,12/10/16 05:45:00 AM,24.738
69,12/10/16 06:00:00 AM,24.738
70,12/10/16 06:15:00 AM,24.738
71,12/10/16 06:30:00 AM,24.738
72,12/10/16 06:45:00 AM,24.738
73,12/10/16 07:00:00 AM,24.738
74,12/10/16 07:15:00 AM,24.738
75,12/10/16 07:30:00 AM,24.738
76,12/10/16 07:45:00 AM,24.641
77,12/10/16 08:00:00 AM,24.641
78,12/10/16 08:15:00 AM,24.641
79,12/10/16 08:30:00 AM,24.641
80,12/10/16 08:45:00 AM,24.738
81,12/10/16 09:00:00 AM,24.738
82,12/10/16 09:15:00 AM,24.738
83,12/10/16 09:30:00 AM,24.835
84,12/10/16 09:45:00 AM,24.835
85,12/10/16 10:00:00 AM,24.931
86,12/10/16 10:15:00 AM,24.931
87,12/10/16 10:30:00 AM,25.028
88,12/10/16 10:45:00 AM,25.125
89,12/10/16 11:00:00 AM,25.222
90,12/10/16 11:15:00 AM,25.222
91,12/10/16 11:30:00 AM,25.222
92,12/10/16 11:45:00 AM,25.319
93,12/10/16 12:00:00 PM,25.222
94,12/10/16 12:15:00 PM,25.222
95,12/10/16 12:30:00 PM,25.222
96,12/10/16 12:45:00 PM,25.125
97,12/10/16 01:00:00 PM,25.125
98,12/10/16 01:15:00 PM,25.125
99,12/10/16 01:30:00 PM,25.222
100,12/10/16 01:45:00 PM,25.125
101,12/10/16 02:00:00 PM,25.125
102,12/10/16 02:15:00 PM,25.125
103,12/10/16 02:30:00 PM,25.222
104,12/10/16 02:45:00 PM,25.125
105,12/10/16 03:00:00 PM,25.125
106,12/10/16 03:15:00 PM,25.125
107,12/10/16 03:30:00 PM,25.222
108,12/10/16 03:45:00 PM,25.222
109,12/10/16 04:00:00 PM,25.125
110,12/10/16 04:15:00 PM,25.125
111,12/10/16 04:30:00 PM,25.125
112,12/10/16 04:45:00 PM,25.125
113,12/10/16 05:00:00 PM,25.028
114,12/10/16 05:15:00 PM,24.931
115,12/10/16 05:30:00 PM,24.931
116,12/10/16 05:45:00 PM,24.931
117,12/10/16 06:00:00 PM,24.931
118,12/10/16 06:15:00 PM,24.931
119,12/10/16 06:30:00 PM,24.931
120,12/10/16 06:45:00 PM,24.931
121,12/10/16 07:00:00 PM,24.931
122,12/10/16 07:15:00 PM,24.931
123,12/10/16 07:30:00 PM,24.931
124,12/10/16 07:45:00 PM,24.931
125,12/10/16 08:00:00 PM,24.931
126,12/10/16 08:15:00 PM,24.931
127,12/10/16 08:30:00 PM,24.931
128,12/10/16 08:45:00 PM,24.931
129,12/10/16 09:00:00 PM,24.931
130,12/10/16 09:15:00 PM,24.931
131,12/10/16 09:30:00 PM,24.931
132,12/10/16 09:45:00 PM,24.931
133,12/10/16 10:00:00 PM,24.931
134,12/10/16 10:15:00 PM,24.931
135,12/10/16 10:30:00 PM,24.835
136,12/10/16 10:45:00 PM,24.835
137,12/10/16 11:00:00 PM,24.835
138,12/10/16 11:15:00 PM,24.835
139,12/10/16 11:30:00 PM,24.835
140,12/10/16 11:45:00 PM,24.835
141,12/11/16 12:00:00 AM,24.835
142,12/11/16 12:15:00 AM,24.835
143,12/11/16 12:30:00 AM,24.835
144,12/11/16 12:45:00 AM,24.835
145,12/11/16 01:00:00 AM,24.835
146,12/11/16 01:15:00 AM,24.835
147,12/11/16 01:30:00 AM,24.835
148,12/11/16 01:45:00 AM,24.835
149,12/11/16 02:00:00 AM,24.835
150,12/11/16 02:15:00 AM,24.835
151,12/11/16 02:30:00 AM,24.738
152,12/11/16 02:45:00 AM,24.738
153,12/11/16 03:00:00 AM,24.738
154,12/11/16 03:15:00 AM,24.738
155,12/11/16 03:30:00 AM,24.738
156,12/11/16 03:45:00 AM,24.738
157,12/11/16 04:00:00 AM,24.738
158,12/11/16 04:15:00 AM,24.738
159,12/11/16 04:30:00 AM,24.738
160,12/11/16 04:45:00 AM,24.835
161,12/11/16 05:00:00 AM,24.738
162,12/11/16 05:15:00 AM,24.835
163,12/11/16 05:30:00 AM,24.835
164,12/11/16 05:45:00 AM,24.835
165,12/11/16 06:00:00 AM,24.835
166,12/11/16 06:15:00 AM,24.835
167,12/11/16 06:30:00 AM,24.931
168,12/11/16 06:45:00 AM,24.931
169,12/11/16 07:00:00 AM,24.835
170,12/11/16 07:15:00 AM,24.835
171,12/11/16 07:30:00 AM,24.835
172,12/11/16 07:45:00 AM,24.738
173,12/11/16 08:00:00 AM,24.835
174,12/11/16 08:15:00 AM,24.835
175,12/11/16 08:30:00 AM,24.835
176,12/11/16 08:45:00 AM,24.835
177,12/11/16 09:00:00 AM,24.931
178,12/11/16 09:15:00 AM,24.738
179,12/11/16 09:30:00 AM,24.931
180,12/11/16 09:45:00 AM,24.931
181,12/11/16 10:00:00 AM,24.931
182,12/11/16 10:15:00 AM,25.125
183,12/11/16 10:30:00 AM,25.125
184,12/11/16 10:45:00 AM,25.125
185,12/11/16 11:00:00 AM,25.125
186,12/11/16 11:15:00 AM,25.222
187,12/11/16 11:30:00 AM,25.222
188,12/11/16 11:45:00 AM,25.416
189,12/11/16 12:00:00 PM,25.319
190,12/11/16 12:15:00 PM,25.513
191,12/11/16 12:30:00 PM,25.319
192,12/11/16 12:45:00 PM,25.319
193,12/11/16 01:00:00 PM,25.513
194,12/11/16 01:15:00 PM,25.513
195,12/11/16 01:30:00 PM,25.416
196,12/11/16 01:45:00 PM,25.416
197,12/11/16 02:00:00 PM,25.513
198,12/11/16 02:15:00 PM,25.319
199,12/11/16 02:30:00 PM,25.416
200,12/11/16 02:45:00 PM,25.513
201,12/11/16 03:00:00 PM,25.222
202,12/11/16 03:15:00 PM,25.222
203,12/11/16 03:30:00 PM,25.222
204,12/11/16 03:45:00 PM,25.222
205,12/11/16 04:00:00 PM,25.222
206,12/11/16 04:15:00 PM,25.125
207,12/11/16 04:30:00 PM,25.125
208,12/11/16 04:45:00 PM,25.125
209,12/11/16 05:00:00 PM,25.222
210,12/11/16 05:15:00 PM,25.222
211,12/11/16 05:30:00 PM,25.222
212,12/11/16 05:45:00 PM,25.222
213,12/11/16 06:00:00 PM,25.222
214,12/11/16 06:15:00 PM,25.222
215,12/11/16 06:30:00 PM,25.222
216,12/11/16 06:45:00 PM,25.416
217,12/11/16 07:00:00 PM,25.319
218,12/11/16 07:15:00 PM,25.416
219,12/11/16 07:30:00 PM,25.319
220,12/11/16 07:45:00 PM,25.319
221,12/11/16 08:00:00 PM,25.222
222,12/11/16 08:15:00 PM,25.222
223,12/11/16 08:30:00 PM,25.222
224,12/11/16 08:45:00 PM,25.222
225,12/11/16 09:00:00 PM,25.125
226,12/11/16 09:15:00 PM,25.125
227,12/11/16 09:30:00 PM,25.125
228,12/11/16 09:45:00 PM,25.028
229,12/11/16 10:00:00 PM,25.125
230,12/11/16 10:15:00 PM,25.125
231,12/11/16 10:30:00 PM,25.125
232,12/11/16 10:45:00 PM,25.125
233,12/11/16 11:00:00 PM,25.125
234,12/11/16 11:15:00 PM,25.125
235,12/11/16 11:30:00 PM,25.125
236,12/11/16 11:45:00 PM,25.125
237,12/12/16 12:00:00 AM,25.028
238,12/12/16 12:15:00 AM,24.931
239,12/12/16 12:30:00 AM,24.931
240,12/12/16 12:45:00 AM,24.931
241,12/12/16 01:00:00 AM,24.931
242,12/12/16 01:15:00 AM,25.028
243,12/12/16 01:30:00 AM,25.028
244,12/12/16 01:45:00 AM,25.125
245,12/12/16 02:00:00 AM,25.125
246,12/12/16 02:15:00 AM,25.125
247,12/12/16 02:30:00 AM,25.125
248,12/12/16 02:45:00 AM,25.125
249,12/12/16 03:00:00 AM,25.125
250,12/12/16 03:15:00 AM,25.125
251,12/12/16 03:30:00 AM,25.028
252,12/12/16 03:45:00 AM,24.931
253,12/12/16 04:00:00 AM,24.931
254,12/12/16 04:15:00 AM,24.931
255,12/12/16 04:30:00 AM,24.931
256,12/12/16 04:45:00 AM,24.931
257,12/12/16 05:00:00 AM,24.931
258,12/12/16 05:15:00 AM,24.931
259,12/12/16 05:30:00 AM,24.931
260,12/12/16 05:45:00 AM,24.931
261,12/12/16 06:00:00 AM,24.931
262,12/12/16 06:15:00 AM,24.931
263,12/12/16 06:30:00 AM,24.931
264,12/12/16 06:45:00 AM,24.931
265,12/12/16 07:00:00 AM,24.931
266,12/12/16 07:15:00 AM,24.931
267,12/12/16 07:30:00 AM,24.931
268,12/12/16 07:45:00 AM,24.931
269,12/12/16 08:00:00 AM,24.931
270,12/12/16 08:15:00 AM,24.931
271,12/12/16 08:30:00 AM,24.931
272,12/12/16 08:45:00 AM,24.931
273,12/12/16 09:00:00 AM,24.931
274,12/12/16 09:15:00 AM,24.931
275,12/12/16 09:30:00 AM,24.931
276,12/12/16 09:45:00 AM,25.028
277,12/12/16 10:00:00 AM,25.028
278,12/12/16 10:15:00 AM,25.125
279,12/12/16 10:30:00 AM,25.222
280,12/12/16 10:45:00 AM,25.319
281,12/12/16 11:00:00 AM,25.416
282,12/12/16 11:15:00 AM,25.319
283,12/12/16 11:30:00 AM,25.222
284,12/12/16 11:45:00 AM,25.125
285,12/12/16 12:00:00 PM,25.319
286,12/12/16 12:15:00 PM,25.319
287,12/12/16 12:30:00 PM,25.222
288,12/12/16 12:45:00 PM,25.319
289,12/12/16 01:00:00 PM,25.513
290,12/12/16 01:15:00 PM,25.222
291,12/12/16 01:30:00 PM,25.513
292,12/12/16 01:45:00 PM,25.222
293,12/12/16 02:00:00 PM,25.319
294,12/12/16 02:15:00 PM,25.222
295,12/12/16 02:30:00 PM,25.222
296,12/12/16 02:45:00 PM,25.222
297,12/12/16 03:00:00 PM,25.222
298,12/12/16 03:15:00 PM,25.125
299,12/12/16 03:30:00 PM,25.125
300,12/12/16 03:45:00 PM,25.125
301,12/12/16 04:00:00 PM,25.125
302,12/12/16 04:15:00 PM,25.028
303,12/12/16 04:30:00 PM,25.028
304,12/12/16 04:45:00 PM,25.125
305,12/12/16 05:00:00 PM,25.028
306,12/12/16 05:15:00 PM,24.931
307,12/12/16 05:30:00 PM,25.028
308,12/12/16 05:45:00 PM,24.931
309,12/12/16 06:00:00 PM,24.931
310,12/12/16 06:15:00 PM,24.931
311,12/12/16 06:30:00 PM,24.931
312,12/12/16 06:45:00 PM,24.931
313,12/12/16 07:00:00 PM,24.931
314,12/12/16 07:15:00 PM,24.931
315,12/12/16 07:30:00 PM,24.931
316,12/12/16 07:45:00 PM,24.931
317,12/12/16 08:00:00 PM,24.931
318,12/12/16 08:15:00 PM,24.931
319,12/12/16 08:30:00 PM,24.931
320,12/12/16 08:45:00 PM,24.931
321,12/12/16 09:00:00 PM,24.931
322,12/12/16 09:15:00 PM,24.835
323,12/12/16 09:30:00 PM,24.835
324,12/12/16 09:45:00 PM,24.835
325,12/12/16 10:00:00 PM,24.738
326,12/12/16 10:15:00 PM,24.738
327,12/12/16 10:30:00 PM,24.738
328,12/12/16 10:45:00 PM,24.738
329,12/12/16 11:00:00 PM,24.738
330,12/12/16 11:15:00 PM,24.738
331,12/12/16 11:30:00 PM,24.738
332,12/12/16 11:45:00 PM,24.738
333,12/13/16 12:00:00 AM,24.738
334,12/13/16 12:15:00 AM,24.738
335,12/13/16 12:30:00 AM,24.738
336,12/13/16 12:45:00 AM,24.738
337,12/13/16 01:00:00 AM,24.835
338,12/13/16 01:15:00 AM,24.835
339,12/13/16 01:30:00 AM,24.835
340,12/13/16 01:45:00 AM,24.835
341,12/13/16 02:00:00 AM,24.835
342,12/13/16 02:15:00 AM,24.835
343,12/13/16 02:30:00 AM,24.835
344,12/13/16 02:45:00 AM,24.835
345,12/13/16 03:00:00 AM,24.835
346,12/13/16 03:15:00 AM,24.931
347,12/13/16 03:30:00 AM,24.931
348,12/13/16 03:45:00 AM,24.738
349,12/13/16 04:00:00 AM,24.835
350,12/13/16 04:15:00 AM,24.931
351,12/13/16 04:30:00 AM,24.835
352,12/13/16 04:45:00 AM,24.835
353,12/13/16 05:00:00 AM,24.738
354,12/13/16 05:15:00 AM,24.641
355,12/13/16 05:30:00 AM,24.641
356,12/13/16 05:45:00 AM,24.738
357,12/13/16 06:00:00 AM,24.738
358,12/13/16 06:15:00 AM,24.738
359,12/13/16 06:30:00 AM,24.835
360,12/13/16 06:45:00 AM,24.738
361,12/13/16 07:00:00 AM,24.738
362,12/13/16 07:15:00 AM,24.738
363,12/13/16 07:30:00 AM,24.641
364,12/13/16 07:45:00 AM,24.738
365,12/13/16 08:00:00 AM,24.738
366,12/13/16 08:15:00 AM,24.835
367,12/13/16 08:30:00 AM,24.738
368,12/13/16 08:45:00 AM,24.738
369,12/13/16 09:00:00 AM,24.738
370,12/13/16 09:15:00 AM,24.738
371,12/13/16 09:30:00 AM,24.738
372,12/13/16 09:45:00 AM,24.931
373,12/13/16 10:00:00 AM,24.931
374,12/13/16 10:15:00 AM,25.028
375,12/13/16 10:30:00 AM,24.931
376,12/13/16 10:45:00 AM,24.835
377,12/13/16 11:00:00 AM,24.835
378,12/13/16 11:15:00 AM,24.835
379,12/13/16 11:30:00 AM,24.931
380,12/13/16 11:45:00 AM,24.931
381,12/13/16 12:00:00 PM,24.931
382,12/13/16 12:15:00 PM,25.028
383,12/13/16 12:30:00 PM,25.125
384,12/13/16 12:45:00 PM,25.125
385,12/13/16 01:00:00 PM,25.125
386,12/13/16 01:15:00 PM,24.931
387,12/13/16 01:30:00 PM,25.125
388,12/13/16 01:45:00 PM,25.125
389,12/13/16 02:00:00 PM,25.125
390,12/13/16 02:15:00 PM,25.125
391,12/13/16 02:30:00 PM,25.125
392,12/13/16 02:45:00 PM,25.125
393,12/13/16 03:00:00 PM,25.125
394,12/13/16 03:15:00 PM,25.125
395,12/13/16 03:30:00 PM,25.125
396,12/13/16 03:45:00 PM,25.028
397,12/13/16 04:00:00 PM,24.931
398,12/13/16 04:15:00 PM,24.931
399,12/13/16 04:30:00 PM,24.931
400,12/13/16 04:45:00 PM,24.931
401,12/13/16 05:00:00 PM,24.931
402,12/13/16 05:15:00 PM,24.835
403,12/13/16 05:30:00 PM,24.835
404,12/13/16 05:45:00 PM,24.835
405,12/13/16 06:00:00 PM,24.835
406,12/13/16 06:15:00 PM,24.835
407,12/13/16 06:30:00 PM,24.835
408,12/13/16 06:45:00 PM,24.835
409,12/13/16 07:00:00 PM,24.738
410,12/13/16 07:15:00 PM,24.738
411,12/13/16 07:30:00 PM,24.738
412,12/13/16 07:45:00 PM,24.738
413,12/13/16 08:00:00 PM,24.738
414,12/13/16 08:15:00 PM,24.641
415,12/13/16 08:30:00 PM,24.641
416,12/13/16 08:45:00 PM,24.545
417,12/13/16 09:00:00 PM,24.545
418,12/13/16 09:15:00 PM,24.545
419,12/13/16 09:30:00 PM,24.545
420,12/13/16 09:45:00 PM,24.545
421,12/13/16 10:00:00 PM,24.448
422,12/13/16 10:15:00 PM,24.448
423,12/13/16 10:30:00 PM,24.448
424,12/13/16 10:45:00 PM,24.448
425,12/13/16 11:00:00 PM,24.448
426,12/13/16 11:15:00 PM,24.448
427,12/13/16 11:30:00 PM,24.448
428,12/13/16 11:45:00 PM,24.448
429,12/14/16 12:00:00 AM,24.448
430,12/14/16 12:15:00 AM,24.448
431,12/14/16 12:30:00 AM,24.448
432,12/14/16 12:45:00 AM,24.448
433,12/14/16 01:00:00 AM,24.448
434,12/14/16 01:15:00 AM,24.448
435,12/14/16 01:30:00 AM,24.448
436,12/14/16 01:45:00 AM,24.448
437,12/14/16 02:00:00 AM,24.448
438,12/14/16 02:15:00 AM,24.448
439,12/14/16 02:30:00 AM,24.448
440,12/14/16 02:45:00 AM,24.448
441,12/14/16 03:00:00 AM,24.448
442,12/14/16 03:15:00 AM,24.448
443,12/14/16 03:30:00 AM,24.448
444,12/14/16 03:45:00 AM,24.448
445,12/14/16 04:00:00 AM,24.448
446,12/14/16 04:15:00 AM,24.448
447,12/14/16 04:30:00 AM,24.448
448,12/14/16 04:45:00 AM,24.448
449,12/14/16 05:00:00 AM,24.448
450,12/14/16 05:15:00 AM,24.448
451,12/14/16 05:30:00 AM,24.448
452,12/14/16 05:45:00 AM,24.448
453,12/14/16 06:00:00 AM,24.448
454,12/14/16 06:15:00 AM,24.448
455,12/14/16 06:30:00 AM,24.448
456,12/14/16 06:45:00 AM,24.448
457,12/14/16 07:00:00 AM,24.448
458,12/14/16 07:15:00 AM,24.448
459,12/14/16 07:30:00 AM,24.351
460,12/14/16 07:45:00 AM,24.351
461,12/14/16 08:00:00 AM,24.351
462,12/14/16 08:15:00 AM,24.351
463,12/14/16 08:30:00 AM,24.351
464,12/14/16 08:45:00 AM,24.448
465,12/14/16 09:00:00 AM,24.448
466,12/14/16 09:15:00 AM,24.545
467,12/14/16 09:30:00 AM,24.545
468,12/14/16 09:45:00 AM,24.545
469,12/14/16 10:00:00 AM,24.545
470,12/14/16 10:15:00 AM,24.545
471,12/14/16 10:30:00 AM,24.545
472,12/14/16 10:45:00 AM,24.545
473,12/14/16 11:00:00 AM,24.641
474,12/14/16 11:15:00 AM,24.738
475,12/14/16 11:30:00 AM,24.738
476,12/14/16 11:45:00 AM,24.738
477,12/14/16 12:00:00 PM,24.641
478,12/14/16 12:15:00 PM,24.641
479,12/14/16 12:30:00 PM,24.738
480,12/14/16 12:45:00 PM,24.738
481,12/14/16 01:00:00 PM,24.738
482,12/14/16 01:15:00 PM,24.835
483,12/14/16 01:30:00 PM,24.931
484,12/14/16 01:45:00 PM,24.835
485,12/14/16 02:00:00 PM,24.738
486,12/14/16 02:15:00 PM,24.738
487,12/14/16 02:30:00 PM,24.738
488,12/14/16 02:45:00 PM,24.738
489,12/14/16 03:00:00 PM,24.931
490,12/14/16 03:15:00 PM,24.738
491,12/14/16 03:30:00 PM,24.738
492,12/14/16 03:45:00 PM,24.641
493,12/14/16 04:00:00 PM,24.738
494,12/14/16 04:15:00 PM,24.738
495,12/14/16 04:30:00 PM,24.641
496,12/14/16 04:45:00 PM,24.641
497,12/14/16 05:00:00 PM,24.641
498,12/14/16 05:15:00 PM,24.545
499,12/14/16 05:30:00 PM,24.545
500,12/14/16 05:45:00 PM,24.545
501,12/14/16 06:00:00 PM,24.545
502,12/14/16 06:15:00 PM,24.545
503,12/14/16 06:30:00 PM,24.545
504,12/14/16 06:45:00 PM,24.545
505,12/14/16 07:00:00 PM,24.545
506,12/14/16 07:15:00 PM,24.545
507,12/14/16 07:30:00 PM,24.448
508,12/14/16 07:45:00 PM,24.448
509,12/14/16 08:00:00 PM,24.448
510,12/14/16 08:15:00 PM,24.448
511,12/14/16 08:30:00 PM,24.255
512,12/14/16 08:45:00 PM,24.255
513,12/14/16 09:00:00 PM,24.255
514,12/14/16 09:15:00 PM,24.255
515,12/14/16 09:30:00 PM,24.158
516,12/14/16 09:45:00 PM,24.158
517,12/14/16 10:00:00 PM,24.255
518,12/14/16 10:15:00 PM,24.158
519,12/14/16 10:30:00 PM,24.062
520,12/14/16 10:45:00 PM,24.158
521,12/14/16 11:00:00 PM,24.062
522,12/14/16 11:15:00 PM,24.158
523,12/14/16 11:30:00 PM,24.062
524,12/14/16 11:45:00 PM,24.158
525,12/15/16 12:00:00 AM,24.158
526,12/15/16 12:15:00 AM,24.158
527,12/15/16 12:30:00 AM,24.158
528,12/15/16 12:45:00 AM,24.158
529,12/15/16 01:00:00 AM,24.158
530,12/15/16 01:15:00 AM,24.255
531,12/15/16 01:30:00 AM,24.255
532,12/15/16 01:45:00 AM,24.255
533,12/15/16 02:00:00 AM,24.158
534,12/15/16 02:15:00 AM,24.158
535,12/15/16 02:30:00 AM,24.158
536,12/15/16 02:45:00 AM,24.255
537,12/15/16 03:00:00 AM,24.255
538,12/15/16 03:15:00 AM,24.255
539,12/15/16 03:30:00 AM,24.255
540,12/15/16 03:45:00 AM,24.255
541,12/15/16 04:00:00 AM,24.255
542,12/15/16 04:15:00 AM,24.255
543,12/15/16 04:30:00 AM,24.255
544,12/15/16 04:45:00 AM,24.255
545,12/15/16 05:00:00 AM,24.255
546,12/15/16 05:15:00 AM,24.255
547,12/15/16 05:30:00 AM,24.255
548,12/15/16 05:45:00 AM,24.255
549,12/15/16 06:00:00 AM,24.158
550,12/15/16 06:15:00 AM,24.158
551,12/15/16 06:30:00 AM,24.255
