* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = C:\Users\gatescorallab\Desktop\Wall_panK\Wall_PanKbay_plate2.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2																		N	N
A3																		N	N
A4																		N	N
A5																		N	N
A6																		N	N
A7																		N	N
A8																		N	N
A9																		N	N
A10																		N	N
A11																		N	N
A12																		N	N
B1	R42_11	C	UNKNOWN	VIC	NFQ-MGB	31.6082	30.9753	0.8951				false	0.01	false	3	15		Y	N
B1	R42_11	D	UNKNOWN	FAM	NFQ-MGB	29.4653	29.2167	0.3517				false	0.01	false	3	15		Y	N
B2	R42_11	C	UNKNOWN	VIC	NFQ-MGB	30.3424	30.9753	0.8951				false	0.01	false	3	15		Y	N
B2	R42_11	D	UNKNOWN	FAM	NFQ-MGB	28.968	29.2167	0.3517				false	0.01	false	3	15		Y	N
B3	R46_01	C	UNKNOWN	VIC	NFQ-MGB	24.9761	25.2723	0.4189				false	0.01	false	3	15		N	N
B3	R46_01	D	UNKNOWN	FAM	NFQ-MGB	36.4733	36.4733					false	0.01	false	3	15		N	N
B4	R46_01	C	UNKNOWN	VIC	NFQ-MGB	25.5686	25.2723	0.4189				false	0.01	false	3	15		N	N
B4	R46_01	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	36.4733					false	0.01	false	3	15		N	N
B5	HIMB_11	C	UNKNOWN	VIC	NFQ-MGB	26.2435	26.319	0.1068				false	0.01	false	3	15		N	N
B5	HIMB_11	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	15		N	N
B6	HIMB_11	C	UNKNOWN	VIC	NFQ-MGB	26.3945	26.319	0.1068				false	0.01	false	3	15		N	N
B6	HIMB_11	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	15		N	N
B7	R42_13	C	UNKNOWN	VIC	NFQ-MGB	29.2002	29.045	0.2195				false	0.01	false	3	15		N	N
B7	R42_13	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	15		N	N
B8	R42_13	C	UNKNOWN	VIC	NFQ-MGB	28.8897	29.045	0.2195				false	0.01	false	3	15		N	N
B8	R42_13	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	15		N	N
B9																		N	N
B10																		N	N
B11																		N	N
B12																		N	N
C1	R10_14	C	UNKNOWN	VIC	NFQ-MGB	27.6791	27.8928	0.3022				false	0.01	false	3	15		N	N
C1	R10_14	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	15		N	N
C2	R10_14	C	UNKNOWN	VIC	NFQ-MGB	28.1065	27.8928	0.3022				false	0.01	false	3	15		N	N
C2	R10_14	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	15		N	N
C3	R46_03	C	UNKNOWN	VIC	NFQ-MGB	27.0955	26.4882	0.8589				false	0.01	false	3	15		Y	N
C3	R46_03	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	15		Y	N
C4	R46_03	C	UNKNOWN	VIC	NFQ-MGB	25.8808	26.4882	0.8589				false	0.01	false	3	15		Y	N
C4	R46_03	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	15		Y	N
C5	R10_13	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	25.8814					false	0.01	false	3	15		N	N
C5	R10_13	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	38.1117					false	0.01	false	3	15		N	N
C6	R10_13	C	UNKNOWN	VIC	NFQ-MGB	25.8814	25.8814					false	0.01	false	3	15		N	N
